SampleID,Trial,Order,MilkSource,PoreSize,Day,MilkType,StorageTemp,pH,ParticleSize,Coagulated,CompMethod,Fat,Protein,Lactose,TS,SnF,FreezePt,pumptype,bottlenum,SCC,GramNeg
HTST-cream-na,3,,UPS,,0,htstcream,,,,,milkoscan,38.4,2.67,3.04,44.53,6.39,565,,,,KEEP
raw-cream-na,3,,UPS,,0,rawcream,,,,,milkoscan,43.17,1.98,2.71,48.51,5.6,565,,,,KEEP
MF4-na-rawCream-D0,4,,UPS,,0,rawcream,,,,,,,,,,,565,,,,KEEP
MF-1-0.8-MFSkim-1,1,2,LS,0.8,0,mfskim,,,,,milkoscan,0.06,3.43,4.64,9.2,9.13,,,,,KEEP
MF-1-0.8-MFSkim-2,1,2,LS,0.8,0,mfskim,,,,,milkoscan,0.06,3.43,4.65,9.2,9.14,,,,,KEEP
MF-1-1.2-MFSkim-1,1,1,LS,1.2,0,mfskim,,,,,milkoscan,0.08,3.32,4.84,9.37,9.29,,,,,KEEP
MF-1-1.2-MFSkim-2,1,1,LS,1.2,0,mfskim,,,,,milkoscan,0.08,3.32,4.85,9.37,9.3,,,,,KEEP
MF-1-0.8-RawSkim-1,1,2,LS,0.8,0,rawskim,,,,,milkoscan,0.11,3.53,4.64,9.35,9.24,,,,,KEEP
MF-1-0.8-RawSkim-2,1,2,LS,0.8,0,rawskim,,,,,milkoscan,0.11,3.53,4.65,9.37,9.25,,,,,KEEP
MF1-0.8-S,1,2,LS,0.8,0,rawskim,,,,,,,,,,,,,,169,KEEP
MF-1-1.2-RawSkim-1,1,1,LS,1.2,0,rawskim,,,,,milkoscan,0.13,3.41,4.85,9.53,9.4,,,,,KEEP
MF-1-1.2-RawSkim-1,1,1,LS,1.2,0,rawskim,,,,,milkoscan,0.13,3.41,4.85,9.52,9.4,,,,,KEEP
MF1-1.2-S,1,1,LS,1.2,0,rawskim,,,,,,,,,,,,,,156,KEEP
MF1-08-W,1,2,LS,0.8,0,rawwhole,,,,,outsidelab,,,,,,,,,167,KEEP
MF1-1.2-W,1,1,LS,1.2,0,rawwhole,,,,,outsidelab,,,,,,,,,152,KEEP
MF-2-0.8-MFSkim-1,2,1,UPS,0.8,0,mfskim,,,,,milkoscan,0.03,3.24,4.32,8.52,8.47,,,,,KEEP
MF-2-0.8-MFSkim-2,2,1,UPS,0.8,0,mfskim,,,,,milkoscan,0.03,3.23,4.33,8.52,8.47,,,,,KEEP
MF-2-0.8-Skim-D63-10C,2,1,UPS,0.8,63,skim,10,6.44,19415,TRUE,,,,,,,,,,,KEEP
MF3-1.2-Skim-D42-10C,3,1,UPS,1.2,42,skim,10,6.55,20770.3,TRUE,,,,,,,,,,,KEEP
MF-2-1.2-MFSkim-1,2,,UPS,1.2,0,mfskim,,,,,milkoscan,0.06,3.45,4.81,9.45,9.39,,,,,KEEP
MF-2-1.2-MFSkim-2,2,,UPS,1.2,0,mfskim,,,,,milkoscan,0.06,3.46,4.81,9.45,9.39,,,,,KEEP
MF-2-0.8-RawSkim-1,2,1,UPS,0.8,0,rawskim,,,,,milkoscan,0.05,3.3,4.33,8.61,8.54,,,,,KEEP
MF-2-0.8-RawSkim-2,2,1,UPS,0.8,0,rawskim,,,,,milkoscan,0.05,3.3,4.32,8.6,8.53,,,,,KEEP
MF-2-1.2-RawSkim-1,2,,UPS,1.2,0,rawskim,,,,,milkoscan,0,3.55,5.15,9.46,9.49,,,,,KEEP
MF-2-1.2-RawSkim-2,2,,UPS,1.2,0,rawskim,,,,,milkoscan,0,3.56,5.15,9.47,9.49,,,,,KEEP
MF-2-0.8-Skim-D49-3C,2,1,UPS,0.8,49,skim,3,6.67,,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-3C,2,2,UPS,1.2,49,skim,3,6.63,,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D49-6.5C,2,1,UPS,0.8,49,skim,6.5,6.68,,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-6.5C,2,2,UPS,1.2,49,skim,6.5,6.68,,,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D49-6.5C,2,1,UPS,0.8,49,whole,6.5,6.58,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D49-6.5C,2,2,UPS,1.2,49,whole,6.5,6.69,,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D49-10C,2,1,UPS,0.8,49,skim,10,6.44,,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-10C,2,2,UPS,1.2,49,skim,10,6.69,,,,,,,,,,,,,PPC
MF-2-0.8-Whole-D49-10C,2,1,UPS,0.8,49,whole,10,6.55,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D49-10C,2,2,UPS,1.2,49,whole,10,6.5,,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D56-3C,2,1,UPS,0.8,56,skim,3,6.64,,,,,,,,,,,,,PPC
MF-2-1.2-Skim-D56-3C,2,2,UPS,1.2,56,skim,3,6.69,,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D56-6.5C,2,1,UPS,0.8,56,skim,6.5,6.65,,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D56-6.5C,2,2,UPS,1.2,56,skim,6.5,6.72,,,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D56-6.5C,2,1,UPS,0.8,56,whole,6.5,6.64,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D56-6.5C,2,2,UPS,1.2,56,whole,6.5,6.66,,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D56-10C,2,1,UPS,0.8,56,skim,10,6.48,,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D56-10C,2,2,UPS,1.2,56,skim,10,6.64,,,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D56-10C,2,1,UPS,0.8,56,whole,10,6.55,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D56-10C,2,2,UPS,1.2,56,whole,10,6.16,,,,,,,,,,,,,KEEP
MF-skim-0.8,3,2,UPS,0.8,0,mfskim,,,,,milkoscan,-0.03,3.36,5.14,9.21,9.24,,,,,KEEP
MF3-MF Skim 0.8,3,2,UPS,0.8,0,mfskim,,,,,outsidelab,0.12,3.16,,,,,,,2,KEEP
MF-skim-1.2,3,1,UPS,1.2,0,mfskim,,,,,milkoscan,0,3.39,5.05,9.19,9.19,,,,,KEEP
MF3-MF Skim 1-2,3,1,UPS,1.2,0,mfskim,,,,,outsidelab,0.12,3.18,,,,,,,4,KEEP
postpump-skim-0.8,3,2,UPS,0.8,0,rawskim,,,,,milkoscan,0.03,3.49,5.13,9.4,9.38,,,,,KEEP
MF3-MF-Raw Skim 0-8,3,2,UPS,0.8,0,rawskim,,,,,outsidelab,0.15,3.27,,,,,,,120,KEEP
PrePump-Skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.04,3.46,5.1,9.36,9.32,,,,,KEEP
MF3-MF-Raw Skim 1-2,3,1,UPS,1.2,0,rawskim,,,,,outsidelab,0.14,3.24,,,,,,,143,KEEP
raw-whole-na,3,,UPS,,0,rawwhole,,,,,milkoscan,4.06,3.43,5,13.22,9.15,,,,,KEEP
MF3-MF-Raw Whole,3,,UPS,,0,rawwhole,,,,,outsidelab,4.06,3.15,,,,,,,202,KEEP
MF3-HTST Skim 0.8,3,2,UPS,0.8,0,skim,,,,,outsidelab,0.13,3.07,,,,,,,0,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,-0.06,3.27,4.92,8.92,8.93,,,,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,3.19,3.11,4.6,11.7,8.39,,,,,KEEP
MF3-HTST Skim 1.2,3,1,UPS,1.2,0,skim,,,,,outsidelab,0.13,3.08,,,,,,,1,KEEP
HTST-skim-0.8,3,2,UPS,,0,skim,,,,,milkoscan,-0.04,3.27,4.96,8.98,8.97,,,,,KEEP
std-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,4.11,3.29,4.95,13.07,8.93,,,,,KEEP
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,3.42,3.16,4.73,12.08,8.57,,,,,KEEP
MF3-HTST Whole 0.8,3,2,UPS,0.8,0,whole,,,,,outsidelab,3.95,2.91,,,,,,,10,KEEP
MF3-HTST Whole 1.2,3,1,UPS,1.2,0,whole,,,,,outsidelab,3.98,2.86,,,,,,,7,KEEP
MF4-0.8-MFSkim-D0,4,1,UPS,0.8,0,mfskim,,,,,milkoscan,0.06,3.52,5.17,9.5,9.46,,,,,KEEP
MF4-MFSkim0.8,4,1,UPS,0.8,0,mfskim,,,,,outsidelab,-0.17,3.28,5.14,9.07,,,,,,KEEP
MF4-1.2-MFSkim-D0,4,2,UPS,1.2,0,mfskim,,,,,milkoscan,0.06,3.53,5.18,9.52,9.48,,,,,KEEP
MF4-MFSkim1.2,4,2,UPS,1.2,0,mfskim,,,,,outsidelab,-0.2,3.22,5.13,8.97,,,,,,KEEP
MF4-0.8-RawSkim-D0,4,1,UPS,0.8,0,rawskim,,,,,milkoscan,0.05,3.51,5.18,9.48,9.45,,,,,KEEP
MF4-RawSkim0.8,4,1,UPS,0.8,0,rawskim,,,,,outsidelab,-0.14,3.28,5.14,9.1,,,,,,KEEP
MF4-1.2-RawSkim-D0,4,2,UPS,1.2,0,rawskim,,,,,milkoscan,0.05,3.52,5.18,9.51,9.47,,,,,KEEP
MF4-RawSkim1.2,4,2,UPS,1.2,0,rawskim,,,,,outsidelab,-0.17,3.27,5.14,9.05,,,,,,KEEP
MF4-rawWHOLE,4,,UPS,,0,rawwhole,,,,,outsidelab,,,,,,,,,214,KEEP
MF4-0.8-HTSTSkim-D0,4,1,UPS,0.8,0,skim,,,,,milkoscan,0.38,3.4,5.11,9.65,9.25,,,,,KEEP
MF4-HTSTSkim0.8,4,1,UPS,0.8,0,skim,,,,,outsidelab,0.2,3.16,5.08,9.3,,,,,,KEEP
MF4-1.2-HTSTSkim-D0,4,2,UPS,1.2,0,skim,,,,,milkoscan,0,3.45,5.14,9.35,9.35,,,,,KEEP
MF4-HTSTSkim1.2,4,2,UPS,1.2,0,skim,,,,,outsidelab,-0.17,3.22,5.11,8.99,,,,,,KEEP
MF4-0.8-Standardized-D0,4,1,UPS,0.8,0,stdwhole,,,,,milkoscan,3.58,3.31,4.97,12.6,8.99,,,,,KEEP
MF4-1.2-Standardized-D0,4,2,UPS,1.2,0,stdwhole,,,,,milkoscan,4.22,3.38,4.97,13.3,9.05,,,,,KEEP
MF4-0.8-HTSTWhole-D0,4,1,UPS,0.8,0,whole,,,,,milkoscan,3.56,3.34,4.98,12.62,9.02,,,,,KEEP
MF4-HTSTwhole0.8,4,1,UPS,0.8,0,whole,,,,,outsidelab,3.58,3.08,4.93,12.54,,,,,,KEEP
MF4-1.2-HTSTWhole-D0,4,2,UPS,1.2,0,whole,,,,,milkoscan,3.46,3.39,4.99,12.57,9.1,,,,,KEEP
MF4-HTSTwhole1.2,4,2,UPS,1.2,0,whole,,,,,outsidelab,3.45,3.11,4.94,12.45,,,,,,KEEP
MF-2-0.8-Whole-D49-3C,2,1,UPS,0.8,49,whole,3,6.68,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D49-3C,2,2,UPS,1.2,49,whole,3,6.67,,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-10C,3,1,UPS,1.2,56,skim,10,6.18,23224.8,TRUE,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-10C,4,2,UPS,1.2,63,skim,10,6.58,23224.8,TRUE,,,,,,,,,,,PPC
MF-2-0.8-Skim-D28-10C,2,1,UPS,0.8,28,skim,10,6.56,23584,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D35-10C,2,1,UPS,0.8,35,skim,10,6.56,34456.6,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D56-3C,2,1,UPS,0.8,56,whole,3,6.69,,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D56-3C,2,2,UPS,1.2,56,whole,3,6.69,,,,,,,,,,,,,KEEP
